Date,Team1,Team2,Score1,Score2,ET,PSO,Location,HomeTeam,Type,Info
08/09/2004,Singapore,Oman,0,2,0,0,Singapore,1,FIFAWorldCup™Qualifier,0
08/09/2004,ElSalvador,Jamaica,0,3,0,0,SanSalvador,1,FIFAWorldCup™Qualifier,0
08/09/2004,Jordan,Iran,0,2,0,0,Amman,1,FIFAWorldCup™Qualifier,0
08/09/2004,HongKong,Kuwait,0,2,0,0,HongKong,1,FIFAWorldCup™Qualifier,0
08/09/2004,Luxembourg,Latvia,3,4,0,0,Luxembourg,1,FIFAWorldCup™Qualifier,0
08/09/2004,Scotland,Slovenia,0,0,0,0,Glasgow,1,FIFAWorldCup™Qualifier,0
08/09/2004,Norway,Belarus,1,1,0,0,Oslo,1,FIFAWorldCup™Qualifier,0
08/09/2004,Wales,NorthernIreland,2,2,0,0,Cardiff,1,FIFAWorldCup™Qualifier,0
08/09/2004,Georgia,Albania,2,0,0,0,Tbilisi,1,FIFAWorldCup™Qualifier,0
08/09/2004,Panama,USA,1,1,0,0,PanamaCity,1,FIFAWorldCup™Qualifier,0
08/09/2004,Honduras,Guatemala,2,2,0,0,SanPedroSula,1,FIFAWorldCup™Qualifier,0
08/09/2004,CostaRica,Canada,1,0,0,0,SanJose,1,FIFAWorldCup™Qualifier,0
08/09/2004,Slovakia,Liechtenstein,7,0,0,0,Bratislava,1,FIFAWorldCup™Qualifier,0
08/09/2004,Bosnia-Herzegovina,Spain,1,1,0,0,Zenica,1,FIFAWorldCup™Qualifier,0
08/09/2004,Sweden,Croatia,0,1,0,0,Gothenburg,1,FIFAWorldCup™Qualifier,0
08/09/2004,Netherlands,CzechRepublic,2,0,0,0,Amsterdam,1,FIFAWorldCup™Qualifier,0
08/09/2004,Poland,England,1,2,0,0,Chorzow,1,FIFAWorldCup™Qualifier,0
08/09/2004,Austria,Azerbaijan,2,0,0,0,Vienna,1,FIFAWorldCup™Qualifier,0
08/09/2004,Switzerland,RepublicofIreland,1,1,0,0,Basel,1,FIFAWorldCup™Qualifier,0
08/09/2004,Malaysia,ChinaPR,0,1,0,0,Penang,1,FIFAWorldCup™Qualifier,0
08/09/2004,Germany,Brazil,1,1,0,0,Berlin,1,Friendly,0
08/09/2004,Israel,Cyprus,2,1,0,0,TelAviv,1,FIFAWorldCup™Qualifier,0
08/09/2004,Armenia,Finland,0,2,0,0,Yerevan,1,FIFAWorldCup™Qualifier,0
08/09/2004,Kazakhstan,Ukraine,1,2,0,0,Almaty,1,FIFAWorldCup™Qualifier,0
08/09/2004,Portugal,Estonia,4,0,0,0,Leiria,1,FIFAWorldCup™Qualifier,0
08/09/2004,Hungary,Iceland,3,2,0,0,Budapest,1,FIFAWorldCup™Qualifier,0
08/09/2004,Moldova,Italy,0,1,0,0,Chisinau,1,FIFAWorldCup™Qualifier,0
08/09/2004,Greece,Turkey,0,0,0,0,Piraeus,1,FIFAWorldCup™Qualifier,0
10/09/2004,St.Vincent/Grenadines,St.KittsandNevis,1,0,0,0,Kingstown,1,FIFAWorldCup™Qualifier,0
19/09/2004,Mozambique,Angola,0,1,0,0,Maputo,1,Friendly,0
25/09/2004,BritishVirginIslands,USVirginIslands,2,1,0,0,RoadTown,1,Friendly,0
29/09/2004,Kuwait,Syria,1,1,0,0,Tripoli(Lib),0,Friendly,0
30/09/2004,Botswana,Zambia,1,0,0,0,Gaborone,1,Friendly,0
02/10/2004,Jamaica,Guatemala,2,2,0,0,FortLauderdale,0,Friendly,0
03/10/2004,Lebanon,Kuwait,1,3,0,0,Tripoli,0,Friendly,0
03/10/2004,Gabon,Benin,2,0,0,0,Libreville,1,Friendly,0
06/10/2004,Lebanon,Kuwait,1,1,0,0,Beirut,1,Friendly,0
06/10/2004,SaudiArabia,Syria,2,2,0,0,Riyadh,1,Friendly,0
06/10/2004,Mexico,St.Vincent/Grenadines,7,0,0,0,Pachuca,1,FIFAWorldCup™Qualifier,0
07/10/2004,Oman,Iraq,1,0,0,0,Muscat,1,Friendly,0
08/10/2004,Qatar,Syria,1,2,0,0,Doha,1,Friendly,0
08/10/2004,Thailand,Jordan,2,3,0,0,Bangkok,1,Friendly,0
08/10/2004,Libya,Egypt,2,1,0,0,Tripoli,1,FIFAWorldCup™Qualifier,0
08/10/2004,Singapore,UnitedArabEmirates,1,2,0,0,Singapore,1,Friendly,0
09/10/2004,SolomonIslands,Australia,1,5,0,0,Honiara,1,ContinentalFinal,0
09/10/2004,Argentina,Uruguay,4,2,0,0,BuenosAires,1,FIFAWorldCup™Qualifier,0
09/10/2004,Malawi,Tunisia,2,2,0,0,Blantyre,1,FIFAWorldCup™Qualifier,0
09/10/2004,Scotland,Norway,0,1,0,0,Glasgow,1,FIFAWorldCup™Qualifier,0
09/10/2004,England,Wales,2,0,0,0,Manchester,1,FIFAWorldCup™Qualifier,0
09/10/2004,Honduras,Canada,1,1,0,0,SanPedroSula,1,FIFAWorldCup™Qualifier,0
09/10/2004,Bolivia,Peru,1,0,0,0,LaPaz,1,FIFAWorldCup™Qualifier,0
09/10/2004,CapeVerdeIslands,BurkinaFaso,1,0,0,0,Praia,1,FIFAWorldCup™Qualifier,0
09/10/2004,Rwanda,Algeria,1,1,0,0,Kigali,1,FIFAWorldCup™Qualifier,0
09/10/2004,Botswana,Kenya,2,1,0,0,Gaborone,1,FIFAWorldCup™Qualifier,0
09/10/2004,Gabon,Nigeria,1,1,0,0,Libreville,1,FIFAWorldCup™Qualifier,0
09/10/2004,CzechRepublic,Romania,1,0,0,0,Prague,1,FIFAWorldCup™Qualifier,0
09/10/2004,Finland,Armenia,3,1,0,0,Tampere,1,FIFAWorldCup™Qualifier,0
09/10/2004,Luxembourg,Russia,0,4,0,0,Luxembourg,1,FIFAWorldCup™Qualifier,0
09/10/2004,Sweden,Hungary,3,0,0,0,Solna,1,FIFAWorldCup™Qualifier,0
09/10/2004,Colombia,Paraguay,1,1,0,0,Barranquilla,1,FIFAWorldCup™Qualifier,0
09/10/2004,Slovakia,Latvia,4,1,0,0,Bratislava,1,FIFAWorldCup™Qualifier,0
09/10/2004,Iran,Germany,0,2,0,0,Tehran,1,Friendly,0
09/10/2004,Malta,Iceland,0,0,0,0,Ta'Qali,1,FIFAWorldCup™Qualifier,0
09/10/2004,SriLanka,Turkmenistan,2,2,0,0,Colombo,1,FIFAWorldCup™Qualifier,0
09/10/2004,Belarus,Moldova,4,0,0,0,Minsk,1,FIFAWorldCup™Qualifier,0
09/10/2004,Liechtenstein,Portugal,2,2,0,0,Vaduz,1,FIFAWorldCup™Qualifier,0
09/10/2004,Ukraine,Greece,1,1,0,0,Kyiv,1,FIFAWorldCup™Qualifier,0
09/10/2004,ElSalvador,USA,0,2,0,0,SanSalvador,1,FIFAWorldCup™Qualifier,0
09/10/2004,CostaRica,Guatemala,5,0,0,0,SanJose,1,FIFAWorldCup™Qualifier,0
09/10/2004,Cyprus,FaroeIslands,2,2,0,0,Nicosia,1,FIFAWorldCup™Qualifier,0
09/10/2004,Turkey,Kazakhstan,4,0,0,0,Istanbul,1,FIFAWorldCup™Qualifier,0
09/10/2004,Panama,Jamaica,1,1,0,0,PanamaCity,1,FIFAWorldCup™Qualifier,0
09/10/2004,Israel,Switzerland,2,2,0,0,TelAviv,1,FIFAWorldCup™Qualifier,0
09/10/2004,Bosnia-Herzegovina,SerbiaandMontenegro,0,0,0,0,Sarajevo,1,FIFAWorldCup™Qualifier,0
