,Rank,Team,Nb_avg,Nb_avg_denom,Nb_size
97,0.93067058463452701,FYRMacedonia,0.0,0.0,0.0
98,-0.66783964256286443,Guyana,0.0,0.0,0.0
99,-0.89884240903557755,AntiguaandBarbuda,0.0,0.0,0.0
100,0.53380023663947695,NorthernIreland,0.0,0.0,0.0
101,0.019451130594357761,Malawi,0.0,0.0,0.0
102,0.24169823480524932,EquatorialGuinea,0.0,0.0,0.0
103,0.48653269657552017,Zimbabwe,0.0,0.0,0.0
104,0.12704785822066589,Rwanda,0.0,0.0,0.0
105,0.31183702945296127,Botswana,0.0,0.0,0.0
106,-1.0379997561749545,Bermuda,0.0,0.0,0.0
107,0.81017063831966252,Bolivia,0.0,0.0,0.0
108,0.47504842095930444,Azerbaijan,0.0,0.0,0.0
109,-0.042437609205839319,Mozambique,0.0,0.0,0.0
110,-1.2585638790591549,St.KittsandNevis,0.0,0.0,0.0
111,0.21542074663264746,Liberia,0.0,0.0,0.0
112,0.28536300946688203,Gambia,0.0,0.0,0.0
113,0.22627971397545485,Sudan,0.0,0.0,0.0
114,-0.39645524459253378,Chad,0.0,0.0,0.0
115,0.10783099730126158,SaoTomeePrincipe,0.0,0.0,0.0
116,-0.32563073633205097,Kenya,0.0,0.0,0.0
117,-0.28351759814077226,FaroeIslands,0.0,0.0,0.0
118,0.04719811830310193,Luxembourg,0.0,0.0,0.0
119,-0.046452215138501743,Namibia,0.0,0.0,0.0
120,0.90187138285433766,UnitedArabEmirates,0.0,0.0,0.0
121,-0.34290565439849141,Niger,0.0,0.0,0.0
122,-0.78603328856176724,CentralAfricanRepublic,0.0,0.0,0.0
123,0.27945067895637798,Benin,0.0,0.0,0.0
124,0.42127690739210444,CongoDR,0.0,0.0,0.0
125,1.0046537552247168,Syria,0.0,0.0,0.0
126,-0.45076238733446183,Burundi,0.0,0.0,0.0
127,-0.46013209070945543,Liechtenstein,0.0,0.0,0.0
128,-0.33219076737067599,Lebanon,0.0,0.0,0.0
129,0.85505179214476579,NewZealand,0.0,0.0,0.0
130,0.60848507763026316,Iceland,0.0,0.0,0.0
131,-0.45414125658756982,Tajikistan,0.0,0.0,0.0
132,0.82559497335956167,Cyprus,0.0,0.0,0.0
133,-1.7666517016403693,Suriname,0.0,0.0,0.0
134,-1.9682481366102016,DominicanRepublic,0.0,0.0,0.0
135,-0.25278550047931636,Cuba,0.0,0.0,0.0
136,0.23974750713647561,Kazakhstan,0.0,0.0,0.0
137,-0.13043354552942663,Ethiopia,0.0,0.0,0.0
138,-1.6772863279375267,PuertoRico,0.0,0.0,0.0
139,-1.0965611512159359,Belize,0.0,0.0,0.0
140,0.79005152402082157,Thailand,0.0,0.0,0.0
141,0.48679828516024104,Moldova,0.0,0.0,0.0
142,-1.2759805030192908,Grenada,0.0,0.0,0.0
143,-0.2366989197892464,Turkmenistan,0.0,0.0,0.0
144,-0.0031553797015178072,Tanzania,0.0,0.0,0.0
145,-0.67005702917111709,Nicaragua,0.0,0.0,0.0
146,-1.4823892734180453,St.Vincent/Grenadines,0.0,0.0,0.0
147,-1.0959904666375069,Philippines,0.0,0.0,0.0
148,-2.0030898689284165,Nepal,0.0,0.0,0.0
149,-0.18869043826213519,Malta,0.0,0.0,0.0
150,0.037422728907772214,Indonesia,0.0,0.0,0.0
151,-2.2310512789492125,Bangladesh,0.0,0.0,0.0
152,-0.45134171266348688,Malaysia,0.0,0.0,0.0
153,-0.70054197689660369,Palestine,0.0,0.0,0.0
154,0.23933480688439057,NewCaledonia,0.0,0.0,0.0
155,-3.2052860703914074,Samoa,0.0,0.0,0.0
156,0.10730897239627292,Yemen,0.0,0.0,0.0
157,0.082768728092091168,Singapore,0.0,0.0,0.0
158,-3.4711437900823623,Curacao,0.0,0.0,0.0
159,-0.29864837018713775,Fiji,0.0,0.0,0.0
160,-2.4622800730909482,Bahamas,0.0,0.0,0.0
161,-0.56345311445380886,HongKong,0.0,0.0,0.0
162,-0.80699411765798901,Lesotho,0.0,0.0,0.0
163,-0.81242583720610706,India,0.0,0.0,0.0
164,-1.3461737889440728,Maldives,0.0,0.0,0.0
165,-0.93185223922104632,Madagascar,0.0,0.0,0.0
166,-3.3510479666715844,Aruba,0.0,0.0,0.0
167,-2.2517565469602538,ChineseTaipei,0.0,0.0,0.0
168,-0.67422621824065943,Guinea-Bissau,0.0,0.0,0.0
169,-1.9695181733573464,Afghanistan,0.0,0.0,0.0
170,-1.7679238594996451,Barbados,0.0,0.0,0.0
171,-0.21864949731786701,Vanuatu,0.0,0.0,0.0
172,-3.0653075520059621,Laos,0.0,0.0,0.0
173,-2.1006565184354766,Dominica,0.0,0.0,0.0
174,-3.2416255346118144,Cambodia,0.0,0.0,0.0
175,-1.2452370975645415,Myanmar,0.0,0.0,0.0
176,-1.7237458224101352,Mongolia,0.0,0.0,0.0
177,-5.0689611519686988,Tonga,0.0,0.0,0.0
178,-1.0391333015908872,Swaziland,0.0,0.0,0.0
179,-0.72493129491877906,Tahiti,0.0,0.0,0.0
180,-2.3726423134994841,Pakistan,0.0,0.0,0.0
181,-5.1882678327412588,USVirginIslands,0.0,0.0,0.0
182,-0.20342769775682848,SolomonIslands,0.0,0.0,0.0
183,-2.3481875957196694,SriLanka,0.0,0.0,0.0
184,-3.9905325423973532,CaymanIslands,0.0,0.0,0.0
185,-4.9843738088956382,AmericanSamoa,0.0,0.0,0.0
186,-2.5937302995868534,Comoros,0.0,0.0,0.0
187,-3.6936764078046767,St.Lucia,0.0,0.0,0.0
188,-2.2254447392127146,Seychelles,0.0,0.0,0.0
189,-1.0749305527809967,Eritrea,0.0,0.0,0.0
190,-4.2573866083369678,Somalia,0.0,0.0,0.0
191,-2.3584357266429663,Mauritius,0.0,0.0,0.0
192,-1.5906252153218705,PapuaNewGuinea,0.0,0.0,0.0
193,-3.8544004214640477,Guam,0.0,0.0,0.0
194,-1.8229079035756184,Kyrgyzstan,0.0,0.0,0.0
195,-5.3285503671867795,CookIslands,0.0,0.0,0.0
196,-3.6467963941326396,Djibouti,0.0,0.0,0.0
197,-4.0434551577237885,Macau,0.0,0.0,0.0
198,-6.0042393657705926,BritishVirginIslands,0.0,0.0,0.0
199,-6.7809243661806713,Anguilla,0.0,0.0,0.0
200,-4.7903511620680099,Bhutan,0.0,0.0,0.0
201,-4.7300213311650827,BruneiDarussalam,0.0,0.0,0.0
202,-1.106242868827725,Mauritania,0.0,0.0,0.0
203,-6.5195400454764458,Timor-Leste,0.0,0.0,0.0
204,-3.0133253666772881,Andorra,0.0,0.0,0.0
205,-4.955493163110817,Montserrat,0.0,0.0,0.0
206,-3.2922931760402343,SanMarino,0.0,0.0,0.0
207,-4.0796774965195279,TurksandCaicosIslands,0.0,0.0,0.0
