0.000000 0.000000 0.062791 0.125333 0.187381 0.248690 0.309017 0.368125 0.425779 0.481754 0.535827 0.587785 0.637424 0.684547 0.728969 0.770513 0.809017 0.844328 0.876307 0.904827 0.929776 0.951057 0.968583 0.982287 0.992115 0.998027 1.000000 0.998027 0.992115 0.982287 0.968583 0.951057 0.929776 0.904827 0.876307 0.844328 0.809017 0.770513 0.728969 0.684547 0.637424 0.587785 0.535827 0.481754 0.425779 0.368125 0.309017 0.248690 0.187381 0.125333 0.062791 -0.000000 -0.062791 -0.125333 -0.187381 -0.248690 -0.309017 -0.368125 -0.425779 -0.481754 -0.535827 -0.587785 -0.637424 -0.684547 -0.728969 -0.770513 -0.809017 -0.844328 -0.876307 -0.904827 -0.929776 -0.951057 -0.968583 -0.982287 -0.992115 -0.998027 -1.000000 -0.998027 -0.992115 -0.982287 -0.968583 -0.951057 -0.929776 -0.904827 -0.876307 -0.844328 -0.809017 -0.770513 -0.728969 -0.684547 -0.637424 -0.587785 -0.535827 -0.481754 -0.425779 -0.368125 -0.309017 -0.248690 -0.187381 -0.125333 -0.062791 
0.100000 0.000000 0.038010 0.075870 0.113430 0.150543 0.187062 0.222843 0.257744 0.291628 0.324360 0.355813 0.385862 0.414388 0.441278 0.466427 0.489735 0.511110 0.530468 0.547733 0.562836 0.575718 0.586328 0.594623 0.600572 0.604151 0.605346 0.604151 0.600572 0.594623 0.586328 0.575718 0.562836 0.547733 0.530468 0.511110 0.489735 0.466427 0.441278 0.414388 0.385862 0.355813 0.324360 0.291628 0.257744 0.222843 0.187062 0.150543 0.113430 0.075870 0.038010 0.000000 -0.038010 -0.075870 -0.113430 -0.150543 -0.187062 -0.222843 -0.257744 -0.291628 -0.324360 -0.355813 -0.385862 -0.414388 -0.441278 -0.466427 -0.489735 -0.511110 -0.530468 -0.547733 -0.562836 -0.575718 -0.586328 -0.594623 -0.600572 -0.604151 -0.605346 -0.604151 -0.600572 -0.594623 -0.586328 -0.575718 -0.562836 -0.547733 -0.530468 -0.511110 -0.489735 -0.466427 -0.441278 -0.414388 -0.385862 -0.355813 -0.324360 -0.291628 -0.257744 -0.222843 -0.187062 -0.150543 -0.113430 -0.075870 -0.038010 
0.200000 0.000000 -0.001771 -0.003536 -0.005286 -0.007016 -0.008718 -0.010385 -0.012012 -0.013591 -0.015116 -0.016582 -0.017982 -0.019312 -0.020565 -0.021737 -0.022823 -0.023819 -0.024721 -0.025526 -0.026230 -0.026830 -0.027325 -0.027711 -0.027988 -0.028155 -0.028211 -0.028155 -0.027988 -0.027711 -0.027325 -0.026830 -0.026230 -0.025526 -0.024721 -0.023819 -0.022823 -0.021737 -0.020565 -0.019312 -0.017982 -0.016582 -0.015116 -0.013591 -0.012012 -0.010385 -0.008718 -0.007016 -0.005286 -0.003536 -0.001771 -0.000000 0.001771 0.003536 0.005286 0.007016 0.008718 0.010385 0.012012 0.013591 0.015116 0.016582 0.017982 0.019312 0.020565 0.021737 0.022823 0.023819 0.024721 0.025526 0.026230 0.026830 0.027325 0.027711 0.027988 0.028155 0.028211 0.028155 0.027988 0.027711 0.027325 0.026830 0.026230 0.025526 0.024721 0.023819 0.022823 0.021737 0.020565 0.019312 0.017982 0.016582 0.015116 0.013591 0.012012 0.010385 0.008718 0.007016 0.005286 0.003536 0.001771 
0.300000 -0.000000 -0.040854 -0.081546 -0.121917 -0.161806 -0.201057 -0.239514 -0.277026 -0.313445 -0.348627 -0.382433 -0.414730 -0.445390 -0.474292 -0.501322 -0.526374 -0.549348 -0.570155 -0.588711 -0.604944 -0.618790 -0.630193 -0.639109 -0.645504 -0.649350 -0.650634 -0.649350 -0.645504 -0.639109 -0.630193 -0.618790 -0.604944 -0.588711 -0.570155 -0.549348 -0.526374 -0.501322 -0.474292 -0.445390 -0.414730 -0.382433 -0.348627 -0.313445 -0.277026 -0.239514 -0.201057 -0.161806 -0.121917 -0.081546 -0.040854 0.000000 0.040854 0.081546 0.121917 0.161806 0.201057 0.239514 0.277026 0.313445 0.348627 0.382433 0.414730 0.445390 0.474292 0.501322 0.526374 0.549348 0.570155 0.588711 0.604944 0.618790 0.630193 0.639109 0.645504 0.649350 0.650634 0.649350 0.645504 0.639109 0.630193 0.618790 0.604944 0.588711 0.570155 0.549348 0.526374 0.501322 0.474292 0.445390 0.414730 0.382433 0.348627 0.313445 0.277026 0.239514 0.201057 0.161806 0.121917 0.081546 0.040854 
0.400000 0.000002 -0.063814 -0.127374 -0.190432 -0.252739 -0.314048 -0.374118 -0.432711 -0.489598 -0.544551 -0.597355 -0.647802 -0.695693 -0.740837 -0.783058 -0.822189 -0.858075 -0.890574 -0.919560 -0.944914 -0.966541 -0.984353 -0.998280 -1.008268 -1.014276 -1.016282 -1.014276 -1.008268 -0.998280 -0.984353 -0.966541 -0.944915 -0.919559 -0.890574 -0.858075 -0.822189 -0.783058 -0.740838 -0.695692 -0.647803 -0.597354 -0.544552 -0.489597 -0.432712 -0.374117 -0.314050 -0.252737 -0.190433 -0.127374 -0.063812 -0.000001 0.063814 0.127373 0.190432 0.252739 0.314049 0.374117 0.432713 0.489596 0.544551 0.597355 0.647802 0.695693 0.740838 0.783057 0.822192 0.858072 0.890577 0.919557 0.944916 0.966541 0.984353 0.998281 1.008267 1.014276 1.016281 1.014277 1.008267 0.998281 0.984354 0.966539 0.944917 0.919556 0.890577 0.858072 0.822190 0.783059 0.740835 0.695696 0.647798 0.597358 0.544551 0.489594 0.432716 0.374113 0.314051 0.252739 0.190429 0.127378 0.063809 
0.500000 -0.000797 -0.061234 -0.123071 -0.183703 -0.244015 -0.303036 -0.361086 -0.417665 -0.472463 -0.525633 -0.576477 -0.625237 -0.671443 -0.715012 -0.755696 -0.793676 -0.827922 -0.859797 -0.887248 -0.912154 -0.932756 -0.950036 -0.963500 -0.973117 -0.978895 -0.980842 -0.978955 -0.973071 -0.963494 -0.950031 -0.932859 -0.911935 -0.887518 -0.859569 -0.828053 -0.793626 -0.755730 -0.714913 -0.671694 -0.624815 -0.576957 -0.525238 -0.472759 -0.417350 -0.361528 -0.302489 -0.244503 -0.183459 -0.122929 -0.061911 0.000522 0.061075 0.123268 0.183626 0.244088 0.302780 0.361574 0.417092 0.472912 0.525415 0.576472 0.625362 0.671408 0.714715 0.756451 0.792512 0.829311 0.858445 0.888293 0.911588 0.932861 0.950197 0.963293 0.973265 0.978766 0.981043 0.978663 0.973344 0.963427 0.949752 0.933493 0.911046 0.888549 0.858478 0.829048 0.793044 0.755556 0.715954 0.670008 0.626628 0.575700 0.525425 0.473634 0.415930 0.362776 0.302008 0.243978 0.184747 0.121491 0.062880 
0.600000 0.322406 -0.198665 0.001736 -0.144977 -0.106181 -0.194933 -0.200939 -0.224545 -0.292550 -0.274103 -0.347193 -0.347254 -0.383460 -0.400740 -0.457957 -0.391721 -0.560670 -0.386583 -0.600506 -0.448954 -0.566813 -0.534025 -0.544085 -0.554134 -0.560338 -0.562022 -0.543914 -0.568505 -0.540240 -0.544742 -0.523997 -0.529670 -0.502161 -0.471965 -0.506944 -0.418141 -0.436351 -0.448666 -0.281775 -0.503975 -0.170401 -0.429861 -0.163044 -0.360631 -0.027221 -0.396238 0.069471 -0.227812 -0.069666 0.081403 -0.186846 0.222286 -0.064436 0.187349 0.058404 0.301650 0.021539 0.431629 0.124449 0.361739 0.338969 0.318457 0.373182 0.531502 0.162334 0.836711 0.034025 0.897653 0.201814 0.676024 0.505475 0.491977 0.615943 0.491267 0.620778 0.480044 0.649199 0.478669 0.552738 0.656757 0.281599 0.872257 0.100086 0.890474 0.142676 0.615376 0.516792 0.056586 0.901027 -0.149432 0.619357 0.354695 -0.133594 0.854131 -0.409978 0.563714 0.115218 -0.223532 0.580145 -0.444624 
0.700000 -128.164451 71.811167 -34.584939 18.444622 -12.723045 8.187671 -1.800698 -4.471378 8.532575 -9.176321 7.185055 -3.683812 1.797079 -4.080069 12.185062 -23.508322 34.010203 -38.714292 36.233661 -26.926876 14.863882 -4.402811 -0.123562 0.249232 0.310331 1.835947 -4.378654 5.121500 -3.393630 2.385286 -2.756947 3.170761 0.151982 -6.601943 12.192351 -10.743950 0.472609 17.738049 -38.800801 55.194169 -59.067272 52.293268 -46.293773 52.795855 -69.935602 82.982550 -75.915773 45.270840 -0.724198 -41.707028 67.363767 -69.201772 53.598506 -37.881932 37.091856 -52.035224 68.701669 -71.280858 54.222970 -25.807984 0.327376 7.535197 10.434394 -52.400458 103.922721 -146.825340 165.870013 -155.009702 116.520158 -64.035443 15.783180 13.780213 -24.595672 25.428050 -26.761779 30.967956 -33.648745 24.443848 3.137118 -47.553982 96.211378 -135.449582 155.567683 -152.896258 121.506191 -56.690714 -35.884178 129.861875 -188.357937 180.999388 -102.682194 -22.178658 146.860576 -223.891117 222.597383 -141.393402 10.961107 113.610851 -181.805752 178.227700 
0.800000 50380.125599 -30493.351353 15873.395029 -8382.688548 5182.498345 -3073.338137 728.368421 1558.744974 -3053.927089 3388.948678 -2708.307063 1627.955416 -1131.826204 2206.468421 -5171.023340 9274.565942 -12955.720891 14690.202690 -13737.781108 10441.724769 -6075.450555 2346.322541 -390.348563 -30.116847 147.632702 -769.787708 1563.261969 -1790.716798 1423.157539 -1086.799608 1102.004234 -887.777456 -372.708569 2542.090024 -4148.167851 3394.216204 606.269697 -7344.504191 14976.062127 -20714.748825 22444.233999 -20889.741758 19675.242469 -22076.156114 27425.116854 -31015.286197 27856.592593 -16627.395529 499.841988 14921.867066 -24428.719027 25797.955878 -21320.810179 16569.471503 -16335.961585 20882.025176 -25934.560209 26405.642220 -20445.156668 10564.653630 -1892.438159 -416.110448 -6552.909261 21810.470695 -40499.440929 56049.854063 -63025.800843 58930.040415 -44975.707570 25908.675512 -8151.098155 -3610.223259 8790.153311 -10170.990199 10937.811970 -12173.187627 12202.982662 -7891.523295 -2932.715429 19349.881196 -37350.490761 51996.050991 -59637.085213 57979.955948 -45017.065705 19786.347289 14421.666535 -48136.919314 68380.096833 -64941.742523 36212.528059 8808.857800 -53685.237901 81275.382848 -80602.323756 51351.178889 -4948.669439 -39579.189495 65180.813858 -66285.660319 
0.900000 -19653037.871418 12662963.819655 -7030501.620991 3765343.225328 -2171724.617782 1199599.440042 -295674.463011 -541182.900168 1099438.396185 -1247226.077078 1037928.022729 -706344.815131 607542.174930 -1067161.621639 2171953.872487 -3649014.971224 4961675.589395 -5577971.618233 5233237.171566 -4048757.743651 2481729.077041 -1111147.372115 308909.708477 -18308.699703 -109222.040820 323505.597377 -565571.941842 653198.755366 -569533.439753 467700.114433 -415651.787777 248706.331921 239227.401647 -955414.864902 1414955.664879 -1026233.879708 -515070.671348 3012427.274106 -5771146.801956 7843494.685840 -8604348.322860 8348064.221683 -8192241.502385 9081062.047068 -10739247.432523 11669114.629041 -10279797.590230 6127822.502058 -269520.835727 -5347375.675983 8908801.298009 -9682878.982654 8458209.554989 -7046394.652086 6979632.969916 -8361641.129044 9863740.959381 -9866217.566423 7745116.382251 -4325535.093492 1389556.746420 -762152.408621 3436901.624109 -9023655.816268 15804817.857055 -21450248.456249 23976932.144575 -22468143.833651 17388945.171290 -10442534.288352 3843746.876782 778715.940637 -3118547.105667 3986627.159494 -4400077.790889 4724339.645298 -4422628.010475 2489523.891904 1726510.307797 -7859549.541678 14529894.177879 -19993840.243929 22805587.998286 -21945293.473191 16689887.827103 -6977179.989499 -5690511.292267 17811156.499046 -24846936.998639 23317546.509408 -12783266.345864 -3491402.649914 19637954.308669 -29521058.078627 29221693.680126 -18722491.346139 2157024.527154 13859780.351201 -23492104.319646 24680476.461188 
