0.000000 99.996316 0.005886
10.000000 90.581389 0.005855
20.000000 81.163744 0.005855
30.000000 71.743010 0.005872
40.000000 62.325365 0.005872
50.000000 52.913961 0.005890
60.000000 43.505389 0.006033
70.000000 34.177282 0.006939
80.000000 25.259280 0.009290
90.000000 17.347398 0.012584
100.000000 10.991944 0.015165
110.000000 6.419347 0.014815
120.000000 3.494686 0.012156
130.000000 1.799438 0.009149
140.000000 0.874529 0.006473
150.000000 0.400490 0.004361
160.000000 0.177554 0.002893
170.000000 0.079214 0.001924
180.000000 0.034060 0.001241
190.000000 0.014413 0.000812
200.000000 0.005710 0.000520
