19112.0,45.35,11.7833333
30308.0,45.4,8.9
46729.0,40.95,14.3666667
18554.0,37.55,15.1333333
31216.0,37.6,15.1333333
51967.0,37.6166667,15.1666667
22030.0,40.9,16.8333333
19410.0,44.6833333,8.4666667
21495.0,39.4833333,16.3833333
17132.0,41.0,16.8666667
36184.0,37.6666667,14.8333333
21182.0,45.0563889,12.0577778
59416.0,40.9166667,14.3
8585.0,37.65,14.5166667
15721.0,43.9,11.0
14002.0,45.5666667,9.35
55402.0,37.3166667,13.5666667
21243.0,40.35,14.9833333
10384.0,44.0,8.1666667
30322.0,41.7166667,13.35
30860.0,44.7,8.0333333
37869.0,41.7333333,12.65
22761.0,44.05,8.2166667
11112.0,40.7833333,17.2666667
19835.0,45.35,11.8666667
17387.0,45.7666667,9.7833333
44278.0,37.9833333,12.9666667
11963.0,44.5061111,12.0563889
42034.0,40.5588889,8.3180556
17390.0,45.1,7.5166667
66119.0,40.8166667,16.55
10643.0,45.5166667,11.4666667
12150.0,43.8166667,10.6666667
12767.0,45.7333333,9.7166667
13733.0,39.1333333,16.0666667
11282.0,42.55,12.4166667
21519.0,41.7333333,13.15
100982.0,43.6333333,13.5
93819.0,41.2166667,16.2833333
29745.0,40.7333333,14.5666667
17734.0,42.0833333,12.2666667
41629.0,41.45,12.6166667
33503.0,45.7333333,7.3333333
13521.0,46.4666667,11.25
13753.0,41.7833333,15.45
67935.0,41.6,12.65
9108.0,40.1333333,18.1333333
10490.0,37.4,13.6166667
15373.0,45.9166667,10.8833333
10170.0,44.1166667,9.9
17361.0,45.6166667,9.3166667
32934.0,41.6,12.55
11572.0,44.4,8.6833333
19649.0,45.5333333,9.0833333
95233.0,43.4166667,11.8833333
22005.0,44.6166667,11.8333333
23034.0,41.15,15.0833333
19033.0,41.7166667,12.6666667
10662.0,45.5,8.9333333
14423.0,45.7666667,8.5666667
11564.0,41.7333333,12.9166667
11716.0,41.0833333,9.3833333
38397.0,40.9166667,14.2666667
24565.0,45.5166667,11.3333333
50092.0,42.85,13.5666667
10112.0,45.2166667,10.4
26309.0,39.2905556,8.9969444
25749.0,43.0666667,12.6166667
72194.0,44.9,8.2
11081.0,42.0666667,14.45
11904.0,42.5833333,13.9666667
11361.0,40.9166667,14.8333333
33635.0,37.2166667,15.2166667
10492.0,44.2,9.9666667
52466.0,40.9,14.7833333
56626.0,40.9666667,14.2
38957.0,42.0333333,13.4166667
12080.0,45.0833333,7.3833333
11881.0,40.7333333,15.7166667
32767.0,36.9,15.1333333
13421.0,45.8830556,12.7130556
26579.0,40.8,14.0833333
10947.0,45.0833333,11.4833333
55388.0,38.0833333,13.5
16423.0,44.4166667,12.0
11165.0,38.2833333,15.8
25431.0,43.75,11.3166667
12165.0,45.4333333,10.1666667
10271.0,44.0,11.25
17271.0,45.4666667,8.9833333
10292.0,44.0666667,10.4833333
303049.0,41.1333333,16.85
92650.0,41.3166667,16.2833333
16375.0,40.7333333,14.75
12737.0,37.3666667,14.2
42457.0,45.7666667,11.7333333
52818.0,40.6166667,14.9666667
